auct_id	item_leaf_category_name	listing_title	listing_subtitle	listing_start_date	listing_end_date	listing_durtn_days	listing_type_code	feedback_score_at_listing_time	start_price	buy_it_now_price	buy_it_now_listed_flag	bold_fee_flag	featured_fee_flag	category_featured_fee_flag	gallery_fee_flag	gallery_featured_fee_flag	ipix_featured_fee_flag	reserve_fee_flag	highlight_fee_flag	schedule_fee_flag	border_fee_flag	qty_available_per_listing	category_avg_gms
12935	Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB	Apple iPod 20 GB 4.Generation		12/12/2005	12/19/2005	7	1	93	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	207.358
12936	Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB	iPod 20 GB Neu + 1 Jahr Garantie OVP / 20GB		12/12/2005	12/12/2005	0	9	140	197.90	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	207.358
12937	Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB	TOP! APPLE IPOD 20 GB -4 Generation- inkl. Restgarantie	+ Original Apple Zubehör (Dock & Tasche)	12/13/2005	12/16/2005	3	1	161	1.00	0.00	N	N	N	N	Y	N	N	N	Y	Y	N	1	207.358
12938	Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB	APPLE IPOD 20 GB - inkl.Restgarantie		12/12/2005	12/15/2005	3	1	6	1.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	207.358
12939	Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB	Apple iPod 20GB NEU UNBENUTZT MAKELLOS		12/12/2005	12/17/2005	5	1	8	8.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	207.358
12941	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Silber	iPod Mini 6GB, blau,2.Gen. ungeöffn. Originalverpackung		12/12/2005	12/15/2005	3	1	68	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	197.022
12942	Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB	Apple iPod 20GB MP3 Player for PC + MAC		12/12/2005	12/17/2005	5	1	70	1.00	0.00	N	N	N	N	N	N	Y	N	N	N	N	1	207.358
12943	Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB	iPod 20 GB & Dockingstation		12/12/2005	12/22/2005	10	1	0	1.00	0.00	N	N	N	N	Y	N	N	N	Y	N	N	1	207.358
12944	Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB	Apple iPod Click Wheel 20GB 4G MP3-Player		12/12/2005	12/17/2005	5	1	73	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	207.358
12945	Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB	Apple iPOD Video 30GB -schwarz- und neu		12/12/2005	12/19/2005	7	1	59	1.00	0.00	N	N	N	N	Y	N	Y	N	N	Y	N	1	263.459
12946	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Silber	Apple iPod mini, 6GB, pink - NEU & OVP - ab 1ÿ		12/12/2005	12/13/2005	1	1	169	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	197.022
12947	Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB	Apple iPod Player mit Farbdisplay - HD 20 GB - AAC, MP3		12/12/2005	12/13/2005	1	1	12262	245.00	265.00	Y	N	N	N	N	N	N	N	N	N	N	1	207.358
12948	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Silber	³ iPOD 6 GB in SILBER NEU/OVP ³		12/12/2005	12/13/2005	1	1	124	160.00	250.00	Y	N	N	N	N	N	Y	N	N	N	N	1	197.022
12950	Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB	IPOD 30 GB 3. Generation		12/12/2005	12/19/2005	7	1	14	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	263.459
12952	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Silber	APPLE iPod nano 2GB DE		12/12/2005	12/22/2005	10	1	1108	1.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	197.022
12956	Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB	== iPod 3 Generation (beste) == 15GB == TOP und OVP	super Weihnachtsgeschenk	12/12/2005	12/18/2005	6	9	377	189.00	0.00	N	N	N	N	Y	N	Y	N	N	N	N	1	207.358
12960	Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB	^^ Apple  Ipod ^^ 20 GB   ABSOLUT NEUWERTIG (s. Fotos)		12/13/2005	12/23/2005	10	1	74	1.99	0.00	N	N	N	N	Y	N	Y	N	N	Y	N	1	207.358
12961	Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB	Apple IPod 4. Generation 20GB		12/13/2005	12/15/2005	2	1	26	179.00	239.00	Y	N	N	N	N	N	Y	N	N	N	N	1	207.358
12962	Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB	iPod Photo 30GB 4. Generation + weiße Echtledertasche		12/13/2005	12/18/2005	5	1	204	1.00	249.00	Y	N	N	N	N	N	Y	N	N	Y	N	1	263.459
12963	Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB	Apple Ipod Video	5. Generation neuwertig	12/13/2005	12/16/2005	3	1	16	255.00	299.00	Y	N	N	N	Y	N	N	N	N	N	N	1	263.459
12966	Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB	Apple Ipod 20GB		12/13/2005	12/16/2005	3	1	29	1.00	0.00	N	N	N	N	N	N	Y	N	N	Y	N	1	207.358
12967	Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB	30GB APPLE I-POD I POD +++ NEU +++ OVP	Mit Garantie und mit Farbdisplay	12/13/2005	12/18/2005	5	1	1	1.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	263.459
12968	Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB	Apple I Pod 30GB Schwarz wie Neu Np.350 Euro	Mit Karton.Rechnung ect. 1 Mon. alt	12/13/2005	12/14/2005	1	1	48	1.00	280.00	Y	N	N	N	Y	N	N	N	N	N	N	1	263.459
12969	Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB	Apple iPod Video 30GB black 5.Generation NEU&OVP!!!		12/13/2005	12/16/2005	3	1	55	1.00	0.00	N	N	N	N	Y	N	N	N	N	Y	N	1	263.459
12970	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Silber	NEU * Apple IPOD Mini 6GB * 6 GB blau Rechnung 13.12.05		12/13/2005	12/13/2005	0	9	399	222.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	197.022
12971	Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB	Apple iPod 20GB 4.Generation in OVP - neuwertig !!!		12/13/2005	12/13/2005	0	1	32	100.00	200.00	Y	Y	N	N	Y	N	N	N	Y	N	Y	1	207.358
12977	Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB	IPOD 20 GB 20GB 3.GENERATION+++ZUBEHÖR+++GARANTIE I POD	40% LAUTER als alle anderen Ipod`s*VERSANDTKOSTENFREI	12/13/2005	12/13/2005	0	9	50	222.00	0.00	N	N	N	N	N	N	Y	N	N	N	N	1	207.358
12978	Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB	MP3 Player IPOD 20GB von Apple		12/13/2005	12/18/2005	5	1	329	1.00	0.00	N	N	N	N	N	N	N	N	N	Y	N	1	207.358
12979	Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB	iPod 30 GB Photo		12/13/2005	12/16/2005	3	1	112	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	263.459
12981	Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB	iPod 30 GB in schwarz Video+Foto, 5.Gen. NEU!		12/13/2005	12/16/2005	3	1	177	1.00	303.00	Y	N	N	N	Y	N	N	N	N	N	N	1	263.459
12983	Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB	iPOD VIDEO 30GB schwarz; NEU und OVP		12/13/2005	12/20/2005	7	1	23	250.00	0.00	N	Y	N	N	Y	N	N	N	N	N	N	1	263.459
12986	Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB	*** Apple ipod "NEU" 20 GB 4. Generation (4G) ***		12/13/2005	12/18/2005	5	1	468	1.00	220.00	Y	N	N	N	Y	N	N	N	N	N	N	1	207.358
12989	Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB	Apple Video iPod Schwarz 30GB		12/13/2005	12/16/2005	3	1	0	1.00	0.00	N	N	N	N	N	N	N	N	N	Y	N	1	263.459
12990	Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB	Apple Video iPod Schwarz 30GB		12/14/2005	12/17/2005	3	1	0	1.00	0.00	N	N	N	N	N	N	N	N	N	Y	N	1	263.459
12993	Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB	Apple Video iPod mit 30GB in WEIß		12/13/2005	12/16/2005	3	1	0	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	263.459
12994	Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB	Apple Video iPod mit 30GB in WEIß		12/13/2005	12/16/2005	3	1	0	1.00	0.00	N	N	N	N	N	N	N	N	N	Y	N	1	263.459
12995	Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB	Apple Video iPod mit 30GB in WEIß		12/13/2005	12/16/2005	3	1	0	1.00	0.00	N	N	N	N	N	N	N	N	N	Y	N	1	263.459
12996	Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB	Apple Video iPod mit 30GB in WEIß		12/14/2005	12/17/2005	3	1	0	1.00	0.00	N	N	N	N	N	N	N	N	N	Y	N	1	263.459
12999	Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB	iPod 20GB mit Farbdisplay NEU Original Verpackt.		12/13/2005	12/16/2005	3	1	11	1.00	245.00	Y	N	N	N	Y	N	N	N	N	N	N	1	207.358
13000	Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB	Apple Video iPod mit 30GB in WEIß		12/14/2005	12/17/2005	3	1	0	1.00	0.00	N	N	N	N	N	N	N	N	N	Y	N	1	263.459
13002	Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB	Apple iPod Video 30 GB schwarz neu OVP		12/13/2005	12/13/2005	0	1	153	1.00	299.00	Y	Y	N	N	Y	N	N	N	N	N	N	1	263.459
13003	Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB	Apple iPod 30GB Video		12/13/2005	12/16/2005	3	1	16	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	263.459
13004	Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB	Apple iPod 30GB Schwarz neu OVP		12/13/2005	12/13/2005	0	1	269	1.00	289.00	Y	Y	N	N	Y	N	N	N	N	N	N	1	263.459
13006	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Silber	Apple iPod mini, 6GB, blau - NEU & OVP - ab 1ÿ		12/13/2005	12/14/2005	1	1	169	1.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	197.022
13007	Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB	iPod Video 30GB "Black Edition" 5G OVP Garantie		12/13/2005	12/16/2005	3	1	198	1.00	300.00	Y	N	N	N	N	N	Y	N	N	N	N	1	263.459
13010	Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB	Apple IPOD, weiß, 30 GB, deutsch, neu, eingeschweißt		12/13/2005	12/14/2005	1	9	731	260.00	0.00	N	N	N	N	Y	N	Y	N	N	N	N	1	263.459
13015	Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB	Apple iPod 20 GB		12/13/2005	12/20/2005	7	1	98	1.00	0.00	N	N	N	N	Y	N	Y	N	N	N	N	1	207.358
13020	Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB	Neu IPOD U2 20GB Special Edition + iTrip FM Transmitter		12/13/2005	12/20/2005	7	9	26007	299.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	3	207.358
13023	Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB	apple iPod video / 30 GB / weiß / neu / ovp / MA002A		12/13/2005	12/23/2005	10	9	1490	279.90	0.00	N	N	N	N	Y	N	N	N	N	N	N	10	263.459
13024	Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB	Ipod 4 Gen. 20GB mit viel Zubehör selten gebraucht OVP		12/14/2005	12/19/2005	5	1	49	1.00	280.00	Y	N	N	N	Y	N	Y	N	N	Y	N	1	207.358
13028	Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB	i Pod 20 GB neu --OVP--  **top**		12/14/2005	12/17/2005	3	1	119	50.00	0.00	N	N	N	N	Y	N	N	N	N	Y	N	1	207.358
13029	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Silber	APPLE IPOD MINI 6GB BLAU TOP I POD MP3 Player		12/14/2005	12/19/2005	5	1	6	175.00	0.00	N	N	N	N	Y	N	Y	N	N	Y	Y	1	197.022
13030	Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB	Apple iPod Video 30 GB NEU und OVP mit Rechnung		12/14/2005	12/17/2005	3	1	738	1.00	0.00	N	Y	N	N	Y	N	Y	N	N	N	N	1	263.459
13032	Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB	APPLE ipod (i-pod) video 30GB weiß !!!NEU!!! !!!OVP!!!		12/14/2005	12/19/2005	5	1	7	1.00	0.00	N	N	N	N	Y	N	Y	N	N	N	N	1	263.459
13035	Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB	NEUHEIT Apple iPod Video 30gb schwarz Weinachten -10%	Neuer iPod video von Amerika ohne EU volume restrict	12/14/2005	12/17/2005	3	1	232	24.99	0.00	N	N	N	N	N	N	Y	N	N	N	N	1	263.459
13036	Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB	APPLE    IPOD      20 GB Festplatte		12/14/2005	12/17/2005	3	1	56	185.00	295.00	Y	N	N	N	Y	N	Y	N	N	Y	N	1	207.358
13037	Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB	Apple Ipod Photo 30 GB Weiß WIN/MAC		12/14/2005	12/17/2005	3	1	187	1.00	0.00	N	Y	N	N	Y	N	N	N	N	Y	N	1	263.459
13038	Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB	iPod 30GB Black MP3 / Video / Foto Player		12/14/2005	12/14/2005	0	1	202	1.00	299.00	Y	N	N	N	Y	N	N	N	Y	N	N	1	263.459
13039	Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB	Apple 20 GB iPod 3.GEN inkl Neuer Akku !		12/14/2005	12/21/2005	7	1	3888	1.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	207.358
13040	Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB	Photo iPod 30 GB		12/14/2005	12/19/2005	5	1	53	1.00	299.00	Y	N	N	N	N	N	N	N	N	N	N	1	263.459
13046	Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB	Apple i pod neuwertiger zustend mit schutzhülle uvm.	plus zubehör	12/14/2005	12/19/2005	5	1	7	1.00	0.00	N	Y	N	N	Y	N	Y	N	Y	N	Y	1	207.358
13048	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Silber	Apple iPod mini, 6GB, pink - NEU & OVP - ab 1ÿ		12/14/2005	12/15/2005	1	1	169	1.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	197.022
13052	Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB	Apple i Pod 20 GB der 4. Generation Neu!!! In weiß		12/18/2005	12/25/2005	7	1	205	1.00	0.00	N	N	N	N	Y	N	Y	N	N	Y	Y	1	207.358
13053	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Silber	NEU * Apple IPOD Mini 6GB * 6 GB blau Rechnung 14.12.05		12/14/2005	12/15/2005	1	9	399	249.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	197.022
13055	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Silber	Apple iPod mini, 6GB, blau - NEU & OVP		12/14/2005	12/15/2005	1	1	169	1.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	197.022
13056	Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB	Apple iPod 20GB 4G (4.Generation) Neuwertig m. Garantie		12/14/2005	12/17/2005	3	1	22	1.00	225.00	Y	N	N	N	N	N	Y	N	N	N	N	1	207.358
13058	Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB	ipod 20GB Farbdisplay wie neu (mit Garantie)		12/14/2005	12/21/2005	7	1	32	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	207.358
13059	Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB	Neu IPOD U2 20GB Special Edition + iTrip FM Transmitter		12/14/2005	12/21/2005	7	9	26048	299.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	3	207.358
13061	Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB	Apple IPod 20 GB 4.Gen + Mareware convertible black !		12/14/2005	12/17/2005	3	1	156	219.00	249.00	Y	N	N	N	N	N	N	N	N	N	N	1	207.358
13064	Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB	I - POD 20 GB mit zahlreichem Zubehör !!!!		12/14/2005	12/19/2005	5	1	37	1.99	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	207.358
13065	Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB	Ipod Photo Video 30 GB Schwarz Neu noch Verschweißt OVP		12/14/2005	12/21/2005	7	1	5	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	263.459
13066	Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB	Apple Ipod 20GB 4. Generation		12/15/2005	12/18/2005	3	1	1	1.00	0.00	N	N	N	N	Y	N	N	N	N	Y	N	1	207.358
13068	Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB	ipod Photo (30 GB) + Gravis Tasche		12/14/2005	12/15/2005	1	9	300	233.00	0.00	N	N	N	N	N	N	Y	N	N	N	N	1	263.459
13069	Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB	iPod VIDEO 30GB SCHWARZ 5.G. - Neu+Eingeschweisst -	Keine Versandkosten - Lieferung vor 24.12.	12/14/2005	12/15/2005	1	1	64	1.00	0.00	N	N	N	N	N	N	Y	N	N	N	N	1	263.459
13070	Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB	Apple iPod Photo 20GB MP3 OVP		12/14/2005	12/23/2005	9	9	61	249.99	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	207.358
13073	Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB	Apple IPOD Video SW 30GB - NEU		12/14/2005	12/17/2005	3	1	0	250.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	263.459
13075	Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB	Apple IPOD Video SW		12/14/2005	12/17/2005	3	1	0	250.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	263.459
13076	Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB	Apple IPOD 30 GB SW - NEU		12/14/2005	12/17/2005	3	1	0	250.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	263.459
13078	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Silber	Apple iPod mini MP3 Player Musicplayer 6GB silber USB		12/15/2005	12/15/2005	0	9	15106	199.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	197.022
13085	Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB	Apple iPod Video 30GB weiß OVP		12/15/2005	12/20/2005	5	1	20	1.00	0.00	N	N	N	N	Y	N	Y	N	N	N	N	1	263.459
13088	Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB	IPOD VIDEO 30GB 5G WEISS WHITE GARANTIE NEU OVP LAGERND		12/15/2005	12/15/2005	0	9	62	285.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	263.459
13091	Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB	Apple iPod 30GB Video schwarz / 5. Generation / NEU		12/15/2005	12/18/2005	3	9	275	310.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	263.459
13092	Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB	Apple ipod Video 30GB, weiß, wie neu!		12/15/2005	12/18/2005	3	1	467	1.00	285.00	Y	N	N	N	Y	N	Y	N	N	N	N	1	263.459
13095	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Sonsti	apple ipod nano 4GB in weiss neu original verpackt		12/15/2005	12/18/2005	3	1	0	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	196.22
13102	Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB	iPod Photo 30GB !!OVP!! + Rechnung & Garantie	!! Inklusive Boxensystem & weiterem Zubehör !!	12/15/2005	12/18/2005	3	1	26	1.00	0.00	N	Y	N	N	Y	N	Y	N	Y	Y	Y	1	263.459
13105	Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB	Apple iPod 20GB 20 GB + iTrip + viel Zubehör nur 1 TAG!		12/15/2005	12/16/2005	1	1	127	1.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	207.358
13106	Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB	Apple iPod 20 GB 4. Generation + iTrip + Leder Tasche	inkl. Restgarantie	12/15/2005	12/18/2005	3	1	175	1.00	0.00	N	Y	N	N	Y	N	Y	N	N	N	N	1	207.358
13108	Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB	iPod Video (5G) 30GB weiß, NEU -> ungeöffnet & Garantie		12/15/2005	12/25/2005	10	1	19	1.00	0.00	N	N	N	N	N	N	N	N	N	N	N	1	263.459
13110	Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB	Apple Ipod 30 GB 30GB OVP (verschweißt!) 5.Generation		12/15/2005	12/18/2005	3	1	150	1.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	263.459
13113	Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB	Apple iPod Photo 20 GB PC+Mac ---VOLL--- 09/2005		12/15/2005	12/18/2005	3	1	254	299.00	349.00	Y	N	N	N	Y	N	Y	N	N	N	N	1	207.358
13114	Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB	Apple iPod Video / 30GB / weiß / Neu & OVP		12/15/2005	12/16/2005	1	9	49	299.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	263.459
13115	Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB	iPod mit 20 GB (4. Gen.) und Click Wheel von Apple		12/15/2005	12/20/2005	5	1	34	1.00	0.00	N	N	N	N	N	N	Y	N	N	N	N	1	207.358
13116	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Sonsti	apple ipod mini blau 4 gb +kfz-kit mit fm transmitter	musik im auto+viel zubehör(autoladegerät,-halterung,..)	12/15/2005	12/18/2005	3	1	36	1.00	0.00	N	N	N	N	N	N	Y	N	N	N	N	1	196.22
13118	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Silber	Apple iPod mini, 6GB, blau - NEU & OVP		12/15/2005	12/16/2005	1	1	169	1.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	197.022
13119	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Silber	i-Pod mini 6GB Speicher Metallic-Rosa		12/15/2005	12/18/2005	3	1	19	1.00	0.00	N	N	N	N	N	N	Y	N	N	N	N	1	197.022
13120	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Silber	i-Pod mini 6GB Speicher Metallic-Blau		12/15/2005	12/18/2005	3	1	19	1.00	0.00	N	N	N	N	N	N	Y	N	N	N	N	1	197.022
13121	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Silber	i-Pod mini 6GB Speicher Silber		12/15/2005	12/18/2005	3	1	19	1.00	0.00	N	N	N	N	N	N	Y	N	N	N	N	1	197.022
13122	Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB	!!!!!!!!IPOD PHOTO 20GB+1 1/2 JAHRE RESTGARANTIE!!!!!!!		12/15/2005	12/25/2005	10	1	35	150.00	230.00	Y	N	N	N	Y	N	N	N	N	N	N	1	207.358
13124	Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB	iPod U2 20GB, neu		12/15/2005	12/18/2005	3	1	10	1.00	0.00	N	N	N	N	Y	N	Y	N	N	N	N	1	207.358
13128	Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB	Apple iPod 20GB 3. Generation		12/17/2005	12/20/2005	3	1	0	100.00	0.00	N	N	N	N	Y	N	N	N	N	Y	N	1	207.358
13129	Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB	Apple iPod 20GB NEU UNBENUTZT MAKELLOS		12/16/2005	12/17/2005	1	1	82	1.00	0.00	N	N	N	N	Y	N	N	N	N	Y	N	1	207.358
13132	Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB	Apple Ipod 20 GB White wie Neu mit allem Zubehör in OVP	..3 Monate alt..aus Vorführung...absolut neuwertig.....	12/16/2005	12/19/2005	3	1	378	100.00	0.00	N	N	N	N	Y	N	N	N	N	Y	N	1	207.358
13133	Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB	Apple iPod 20GB NEU UNBENUTZT MAKELLOS		12/18/2005	12/19/2005	1	1	82	1.00	0.00	N	N	N	N	Y	N	N	N	N	Y	N	1	207.358
13139	Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB	iPod Photo 30GB black NEU & OVP !!!	7500 Songs aufspielbar, 30GB, extrem flach	12/15/2005	12/15/2005	0	9	227	199.90	0.00	N	Y	N	N	Y	N	N	N	N	N	N	1	263.459
13140	Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB	Apple iPod 20GB NEU UNBENUTZT MAKELLOS		12/24/2005	12/25/2005	1	1	82	1.00	0.00	N	N	N	N	Y	N	N	N	N	Y	N	1	207.358
13142	Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Silber	Apple iPod Mini 6GB  blau, neuwertig +Tasche		12/15/2005	12/20/2005	5	1	35	1.00	219.00	Y	N	N	N	Y	N	Y	N	N	N	N	1	197.022
13144	Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB	Apple iPod 20GB NEU UNBENUTZT MAKELLOS		12/27/2005	12/28/2005	1	1	82	1.00	0.00	N	N	N	N	Y	N	N	N	N	Y	N	1	207.358
13145	Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB	Apple iPod 20GB NEU UNBENUTZT MAKELLOS		12/28/2005	12/29/2005	1	1	82	1.00	0.00	N	N	N	N	Y	N	N	N	N	Y	N	1	207.358
13147	Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB	Apple iPod Video 30GB weiss, NEU!	inkl. Versand.	12/15/2005	12/18/2005	3	9	595	299.00	0.00	N	N	N	N	Y	N	N	N	N	N	N	1	263.459
13148	Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB	Apple iPod 30GB White Neu&Orginalverpackt!!!AB 1 EURO		12/16/2005	12/19/2005	3	1	14	1.00	270.00	Y	Y	N	N	Y	N	N	N	N	Y	N	1	263.459
13150	Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB	Apple iPod Photo 30GB - Pioneer Edition	von Fachhändler - OVP - 24 Monate Garantie - Rechnung	12/16/2005	12/21/2005	5	1	0	1.00	0.00	N	N	N	N	Y	N	Y	N	N	N	N	1	263.459
