auct_id,gms_greater_avg,item_leaf_category_name_color_category,item_leaf_category_gigabytes,start_prive > avg,start_price_is_default,schedule_fee_flag,listing_type_code_9,listing_type_code_1,listing_title_lowercase_contains_silver,listing_title_lowercase_contains_ovp,listing_title_lowercase_contains_new,listing_title_lowercase_contains_black,listing_title_lowercase_contains_apple,_contains_gen,item_leaf_category_name_article_category_meta_category_nano,item_leaf_category_name_article_category_meta_category_mini,item_leaf_category_name_article_category_meta_category_classic,is_24_days_before_weihnachten,ipix_featured_fee_flag,gallery_fee_flag,feedback > avg,buy_it_now_listed_flag,buy_it_now > gms_avg,bold_fee_flag,start_price_LogN,qty_available_per_listing_Invers,listing_start_date_month,listing_start_date_day,listing_end_date_month,listing_end_date_day,listing_durtn_days_LogN,feedback_score_at_listing_time_Log10,days_between_weihnachten_2005_Log10,buy_it_now_price_LogN
9339,"F",5,4,"F","F","N","F","W","F","F","F","F","F","F","W","F","F","W","N","N","F","Y","F","N",4.382027,1.000000,3,5,3,6,0.000000,2.766413,,4.905275
4559,"W",5,4,"W","F","N","W","F","F","W","W","F","F","F","W","F","F","W","N","Y","F","N","F","N",5.480639,1.000000,12,19,12,19,,1.763428,0.698970,0.000000
4589,"W",5,4,"W","F","N","W","F","F","W","W","F","F","F","W","F","F","W","N","Y","F","N","F","N",5.521421,1.000000,12,20,12,20,,1.763428,0.602060,0.000000
4627,"W",5,4,"W","F","N","W","F","F","W","W","F","F","F","W","F","F","W","N","Y","F","N","F","N",5.521421,1.000000,12,20,12,21,0.000000,1.763428,0.602060,0.000000
8281,"W",5,4,"F","W","N","F","W","F","F","F","F","F","F","W","F","F","W","N","N","F","N","F","N",0.000000,1.000000,2,17,2,20,1.098612,0.477121,,0.000000
10019,"W",8,4,"F","W","N","F","W","F","F","F","F","F","F","F","W","F","F","Y","N","F","N","F","N",0.000000,1.000000,9,22,10,2,2.302585,1.278754,1.968483,0.000000
6780,"W",5,4,"F","W","Y","F","W","F","F","W","F","F","F","W","F","F","W","N","Y","F","N","F","Y",0.000000,1.000000,1,26,1,31,1.609438,1.414973,,0.000000
5336,"W",5,4,"F","F","N","F","W","F","F","F","F","F","F","W","F","F","W","N","N","F","N","F","N",4.605170,1.000000,1,3,1,8,1.609438,2.133539,,0.000000
8882,"W",5,4,"F","F","N","F","W","F","W","W","F","F","F","W","F","F","W","N","N","F","Y","W","Y",4.595120,1.000000,2,26,3,1,1.098612,2.411620,,5.433722
8376,"W",5,4,"W","F","N","F","W","F","F","W","F","F","F","W","F","F","W","N","N","F","N","F","N",5.187386,1.000000,2,19,2,24,1.609438,0.954243,,0.000000
6817,"W",5,4,"F","W","Y","F","W","F","W","F","F","F","F","W","F","F","W","N","N","F","N","F","N",0.000000,1.000000,1,27,2,3,1.945910,1.113943,,0.000000
2015,"W",5,4,"F","W","N","F","W","F","W","W","F","W","F","W","F","F","F","Y","N","W","N","F","N",0.000000,1.000000,11,15,11,20,1.609438,3.061452,1.591065,0.000000
11954,"W",8,4,"F","W","N","F","W","F","W","W","F","W","F","F","W","F","F","N","Y","W","N","F","N",0.000000,1.000000,11,20,11,27,1.945910,2.255273,1.531479,0.000000
11955,"W",8,4,"F","W","Y","F","W","F","W","W","F","W","F","F","W","F","F","N","Y","W","N","F","N",0.000000,1.000000,11,20,11,27,1.945910,2.255273,1.531479,0.000000
2351,"W",5,4,"F","W","N","F","W","F","W","W","F","F","F","W","F","F","F","N","Y","F","N","F","N",0.000000,1.000000,11,21,11,24,1.098612,1.716003,1.518514,0.000000
8700,"F",5,4,"F","W","N","F","W","F","F","F","W","F","F","W","F","F","W","Y","N","F","Y","F","N",0.000000,1.000000,2,24,2,24,,2.322219,,4.905275
9309,"W",5,4,"F","W","N","F","W","F","F","F","F","F","F","W","F","F","W","N","N","F","N","F","N",0.000000,1.000000,3,5,3,12,1.945910,1.643453,,0.000000
15958,"W",5,4,"F","W","N","F","W","F","W","W","W","F","F","W","F","F","W","N","Y","F","N","F","N",0.000000,1.000000,3,17,3,20,1.098612,2.328380,,0.000000
5600,"W",5,4,"W","F","N","W","F","F","W","F","W","F","F","W","F","F","W","N","N","W","N","F","N",5.346869,1.000000,1,8,1,8,,3.629512,,0.000000
4855,"W",5,4,"F","W","Y","F","W","F","F","F","W","F","F","W","F","F","W","Y","Y","F","N","F","Y",0.000000,1.000000,12,25,12,30,1.609438,2.170262,,0.000000
8788,"W",5,4,"W","F","N","F","W","F","F","F","F","F","F","W","F","F","W","N","Y","F","Y","W","N",5.247024,1.000000,2,25,2,27,0.693147,2.624282,,5.438079
2611,"W",5,4,"W","F","N","F","W","F","W","F","F","W","F","W","F","F","F","Y","Y","F","Y","W","N",5.241747,1.000000,11,25,11,25,,1.278754,1.462398,5.293305
5969,"W",5,4,"F","W","N","F","W","F","W","W","F","F","F","W","F","F","W","N","Y","F","N","F","N",0.000000,1.000000,1,13,1,20,1.945910,1.929419,,0.000000
2453,"W",5,4,"F","W","Y","F","W","F","W","W","F","F","F","W","F","F","F","Y","Y","F","Y","W","N",0.000000,1.000000,11,22,11,29,1.945910,1.531479,1.505150,5.517453
4306,"W",5,4,"F","W","N","F","W","F","W","W","F","F","F","W","F","F","W","N","Y","F","N","F","Y",0.000000,1.000000,12,16,12,21,1.609438,0.954243,0.903090,0.000000
5058,"W",5,4,"F","W","N","F","W","F","F","W","F","F","F","W","F","F","W","Y","N","F","N","F","N",0.000000,1.000000,12,29,1,1,1.098612,1.826075,,0.000000
5234,"W",5,4,"F","W","N","F","W","F","F","W","F","F","F","W","F","F","W","Y","N","F","N","F","N",0.000000,1.000000,1,2,1,5,1.098612,1.826075,,0.000000
7380,"F",5,4,"F","W","N","F","W","F","F","F","F","F","F","W","F","F","W","N","Y","F","N","F","N",0.000000,1.000000,2,3,2,6,1.098612,1.113943,,0.000000
5467,"W",5,4,"F","W","Y","F","W","F","W","W","W","F","F","W","F","F","W","N","Y","F","N","F","Y",0.000000,1.000000,1,8,1,15,1.945910,2.158362,,0.000000
6949,"W",5,4,"F","W","N","F","W","F","F","F","W","F","F","W","F","F","W","Y","Y","F","Y","W","N",0.000000,1.000000,1,28,2,4,1.945910,1.278754,,5.433722
4315,"W",5,4,"F","W","N","F","W","F","F","W","W","F","F","W","F","F","W","N","N","F","N","F","N",0.000000,1.000000,12,16,12,17,0.000000,2.149219,0.903090,0.000000
3384,"W",5,4,"F","W","Y","F","W","F","F","W","W","F","F","W","F","F","W","N","Y","F","N","F","N",0.000000,1.000000,12,8,12,11,1.098612,2.419956,1.204120,0.000000
8653,"W",5,4,"F","W","N","F","W","F","F","F","W","F","F","W","F","F","W","N","N","F","N","F","N",0.000000,1.000000,2,23,3,2,1.945910,2.437751,,0.000000
5617,"W",5,4,"F","W","N","F","W","F","W","F","W","F","F","W","F","F","W","N","Y","F","N","F","N",0.000000,1.000000,1,8,1,15,1.945910,1.602060,,0.000000
4593,"W",5,4,"F","W","N","F","W","F","F","W","W","F","F","W","F","F","W","N","N","F","N","F","N",0.000000,1.000000,12,20,12,21,0.000000,2.167317,0.602060,0.000000
8019,"W",5,4,"F","W","Y","F","W","F","W","W","W","F","F","W","F","F","W","Y","Y","F","N","F","Y",0.000000,1.000000,2,12,2,19,1.945910,0.602060,,0.000000
7392,"W",5,4,"F","W","N","F","W","F","W","W","W","F","F","W","F","F","W","N","N","F","Y","W","N",0.000000,1.000000,2,3,2,10,1.945910,1.792392,,5.480639
5389,"W",5,4,"F","W","N","F","W","F","F","W","W","F","F","W","F","F","W","Y","Y","F","N","F","N",0.000000,1.000000,1,4,1,11,1.945910,1.897627,,0.000000
7760,"W",5,4,"F","W","N","F","W","F","W","W","W","F","F","W","F","F","W","N","N","F","Y","W","N",0.000000,1.000000,2,8,2,15,1.945910,2.075547,,5.370638
4952,"W",5,4,"F","W","Y","F","W","F","W","F","W","F","F","W","F","F","W","N","Y","F","N","F","Y",0.000000,1.000000,12,27,12,30,1.098612,1.176091,,0.000000
5280,"W",5,4,"W","F","N","W","F","F","W","W","W","F","F","W","F","F","W","N","N","F","N","F","Y",5.389072,1.000000,1,3,1,3,,2.260071,,0.000000
7200,"W",5,4,"F","W","N","F","W","F","F","F","W","F","F","W","F","F","W","Y","N","F","N","F","N",0.000000,1.000000,2,1,2,6,1.609438,1.531479,,0.000000
1666,"W",5,4,"F","W","N","F","W","F","F","F","W","F","F","W","F","F","F","N","N","F","N","F","N",0.000000,1.000000,11,9,11,12,1.098612,0.698970,1.653213,0.000000
7786,"W",5,4,"F","W","Y","F","W","F","F","F","W","F","F","W","F","F","W","N","N","F","Y","F","N",0.000000,1.000000,2,9,2,12,1.098612,1.681241,,5.129899
3879,"W",5,4,"F","W","Y","F","W","F","F","F","F","F","F","W","F","F","W","N","Y","F","N","F","N",0.000000,1.000000,12,19,12,24,1.609438,0.000000,0.698970,0.000000
5090,"W",5,4,"F","W","N","F","W","F","W","W","F","F","F","W","F","F","W","Y","Y","F","N","F","N",0.000000,1.000000,12,29,1,1,1.098612,0.301030,,0.000000
2710,"F",5,4,"F","W","N","F","W","F","F","F","F","F","F","W","F","F","F","Y","Y","F","Y","F","N",0.000000,1.000000,11,27,11,27,,1.724276,1.431364,5.043425
7065,"W",5,4,"F","W","N","F","W","F","F","F","F","F","F","W","F","F","W","N","Y","F","N","F","Y",0.000000,1.000000,1,30,2,6,1.945910,0.000000,,0.000000
4420,"W",5,4,"F","W","N","F","W","F","F","F","F","F","F","W","F","F","W","Y","Y","F","N","F","N",0.000000,1.000000,12,17,12,18,0.000000,1.477121,0.845098,0.000000
9791,"F",5,4,"F","W","N","F","W","F","F","F","F","F","F","W","F","F","W","Y","N","F","Y","F","N",0.000000,1.000000,3,13,3,13,,1.716003,,5.135798
5305,"W",5,4,"F","W","Y","F","W","F","F","F","F","F","F","W","F","F","W","Y","Y","F","N","F","N",0.000000,1.000000,1,3,1,8,1.609438,1.832509,,0.000000
8995,"W",5,4,"F","W","Y","F","W","F","W","W","F","W","F","W","F","F","W","N","N","F","N","F","N",0.000000,1.000000,3,1,3,8,1.945910,2.184691,,0.000000
1863,"W",5,4,"W","F","N","F","W","F","W","F","F","F","F","W","F","F","F","Y","Y","F","N","F","N",5.187386,1.000000,11,13,11,20,1.945910,0.000000,1.612784,0.000000
9677,"W",5,4,"F","W","N","F","W","F","W","F","F","F","F","W","F","F","W","N","Y","F","N","F","N",0.000000,1.000000,3,11,3,16,1.609438,1.755875,,0.000000
9256,"W",5,4,"W","F","N","F","W","F","F","W","F","F","F","W","F","F","W","N","N","F","Y","W","N",5.347108,1.000000,3,4,3,7,1.098612,1.716003,,5.393628
4043,"W",5,4,"W","F","N","W","F","F","F","W","F","F","F","W","F","F","W","N","N","F","N","F","N",5.361292,1.000000,12,13,12,13,,1.380211,1.041393,0.000000
5869,"W",5,4,"F","W","N","F","W","F","W","W","F","F","F","W","F","F","W","N","Y","F","N","F","N",0.000000,1.000000,1,11,1,21,2.302585,1.903090,,0.000000
2977,"W",5,4,"W","F","N","W","F","F","W","F","F","F","F","W","F","F","W","N","N","F","N","F","N",5.393628,1.000000,12,1,12,2,0.000000,1.875061,1.361728,0.000000
3946,"W",5,4,"F","W","Y","F","W","F","F","F","F","F","F","W","F","F","W","N","N","F","N","F","N",0.000000,1.000000,12,13,12,18,1.609438,1.633468,1.041393,0.000000
9203,"W",5,4,"F","W","N","F","W","F","F","F","F","F","F","W","F","F","W","N","N","F","Y","W","N",0.000000,1.000000,3,4,3,11,1.945910,2.260071,,5.433722
6440,"F",5,4,"F","W","Y","F","W","F","F","F","F","F","F","W","F","F","W","N","N","F","N","F","N",0.000000,1.000000,1,22,1,29,1.945910,1.681241,,0.000000
3130,"W",5,4,"F","W","N","F","W","F","F","W","F","F","F","W","F","F","W","N","N","F","N","F","N",0.000000,1.000000,12,3,12,4,0.000000,2.012837,1.322219,0.000000
3716,"W",5,4,"W","F","N","W","F","F","F","W","F","F","F","W","F","F","W","N","Y","F","N","F","N",5.429346,1.000000,12,10,12,11,0.000000,2.130334,1.146128,0.000000
7890,"W",5,4,"W","F","N","F","W","F","F","W","F","F","F","W","F","F","W","Y","Y","F","Y","W","N",5.293305,1.000000,2,10,2,12,0.693147,1.716003,,5.370638
1921,"W",5,4,"F","W","N","F","W","F","W","F","F","F","F","W","F","F","F","N","N","F","N","F","N",0.000000,1.000000,11,13,11,18,1.609438,2.442480,1.612784,0.000000
9202,"F",5,4,"F","W","N","F","W","F","F","W","W","F","F","W","F","F","W","N","N","F","N","F","N",0.000000,1.000000,3,3,3,6,1.098612,2.514548,,0.000000
4384,"W",5,4,"W","F","N","W","F","F","W","F","F","F","F","W","F","F","W","N","N","F","N","F","N",5.476464,1.000000,12,17,12,17,,1.462398,0.845098,0.000000
9973,"F",5,4,"W","F","N","W","F","F","W","F","F","F","F","W","F","F","W","Y","Y","F","N","F","Y",5.273000,1.000000,3,16,3,16,,1.278754,,0.000000
4568,"W",5,4,"W","F","N","W","F","F","F","W","F","F","F","W","F","F","W","N","N","F","N","F","N",5.476464,1.000000,12,19,12,20,0.000000,2.285557,0.698970,0.000000
8421,"W",5,4,"F","W","N","F","W","F","W","W","F","F","F","W","F","F","W","Y","Y","F","N","F","N",0.000000,1.000000,2,19,2,26,1.945910,1.556303,,0.000000
8831,"W",5,4,"F","W","N","F","W","F","W","F","F","F","F","W","F","F","W","N","Y","F","N","F","N",0.000000,1.000000,2,26,3,3,1.609438,1.826075,,0.000000
2226,"W",5,4,"F","W","N","F","W","F","W","F","F","F","F","W","F","F","F","N","N","F","N","F","N",0.000000,1.000000,11,19,11,20,0.000000,1.681241,1.544068,0.000000
10037,"W",8,4,"W","F","N","W","F","F","F","F","F","F","F","F","W","F","F","N","Y","F","N","F","N",5.988961,1.000000,9,24,10,4,2.302585,1.959041,1.959041,0.000000
1857,"W",5,4,"F","F","N","F","W","F","F","F","F","F","F","W","F","F","F","N","N","F","Y","W","N",5.075174,1.000000,11,13,11,13,,1.880814,1.612784,5.298317
2731,"W",5,4,"F","F","N","F","W","F","F","F","F","F","F","W","F","F","F","N","N","F","N","F","N",5.010635,1.000000,11,27,12,4,1.945910,1.113943,1.431364,0.000000
3376,"W",5,4,"F","W","N","F","W","F","F","F","F","F","F","W","F","F","W","Y","Y","F","N","F","N",0.000000,1.000000,12,6,12,11,1.609438,1.698970,1.255273,0.000000
7169,"F",5,4,"F","F","N","F","W","F","F","F","F","F","F","W","F","F","W","Y","Y","F","Y","F","N",4.595120,1.000000,2,1,2,1,,2.190332,,5.192957
9279,"W",5,4,"F","W","N","F","W","F","F","F","F","F","F","W","F","F","W","Y","Y","F","Y","W","N",0.000000,1.000000,3,5,3,12,1.945910,1.491362,,5.298317
4483,"W",5,4,"F","W","N","F","W","F","W","W","F","F","F","W","F","F","W","N","N","F","N","F","N",0.000000,1.000000,12,18,12,23,1.609438,2.029384,0.778151,0.000000
9802,"W",5,4,"F","F","Y","F","W","F","F","F","F","F","F","W","F","F","W","N","Y","F","N","F","N",1.609438,1.000000,3,14,3,19,1.609438,1.662758,,0.000000
9915,"W",5,4,"F","W","N","F","W","F","W","W","F","F","F","W","F","F","W","N","Y","F","N","F","N",0.000000,1.000000,3,15,3,18,1.098612,2.100371,,0.000000
9923,"W",5,4,"F","W","N","F","W","F","W","W","F","W","F","W","F","F","W","N","N","W","N","F","N",0.000000,1.000000,3,15,3,22,1.945910,3.061075,,0.000000
4922,"W",5,4,"W","F","N","F","W","F","F","F","F","W","F","W","F","F","W","N","Y","F","N","F","N",5.393628,1.000000,12,26,12,27,0.000000,1.944483,,0.000000
6424,"W",5,4,"F","W","N","F","W","F","W","W","F","F","F","W","F","F","W","N","N","F","N","F","N",0.000000,1.000000,1,20,1,27,1.945910,1.623249,,0.000000
3399,"W",5,4,"F","W","Y","F","W","F","F","F","W","F","F","W","F","F","W","N","Y","F","N","F","N",0.000000,1.000000,12,17,12,22,1.609438,0.000000,0.845098,0.000000
4466,"W",5,4,"F","W","Y","F","W","F","W","W","W","F","F","W","F","F","W","N","Y","F","Y","W","Y",0.000000,1.000000,12,18,12,19,0.000000,2.096910,0.778151,5.480639
4173,"W",5,4,"F","W","Y","F","W","F","F","W","W","F","F","W","F","F","W","N","Y","F","N","F","N",0.000000,1.000000,12,21,12,26,1.609438,0.000000,0.477121,0.000000
4677,"W",5,4,"F","W","Y","F","W","F","F","W","F","F","F","W","F","F","W","N","Y","F","N","F","N",0.000000,1.000000,12,23,12,28,1.609438,0.477121,0.000000,0.000000
2879,"W",5,4,"F","W","Y","F","W","F","F","W","F","F","F","W","F","F","W","N","Y","F","N","F","N",0.000000,1.000000,12,8,12,13,1.609438,0.000000,1.204120,0.000000
3061,"W",5,4,"F","W","Y","F","W","F","W","W","F","F","F","W","F","F","W","N","Y","F","N","F","N",0.000000,1.000000,12,11,12,16,1.609438,0.000000,1.113943,0.000000
2873,"W",5,4,"F","W","Y","F","W","F","F","F","F","F","F","W","F","F","W","N","Y","F","N","F","N",0.000000,1.000000,12,3,12,8,1.609438,0.000000,1.322219,0.000000
5429,"W",5,4,"F","W","Y","F","W","F","F","F","F","F","F","W","F","F","W","N","Y","F","N","F","N",0.000000,1.000000,1,9,1,16,1.945910,0.301030,,0.000000
8300,"W",5,4,"F","W","Y","F","W","F","W","W","F","F","F","W","F","F","W","N","Y","F","N","F","N",0.000000,1.000000,2,19,2,26,1.945910,1.544068,,0.000000
3325,"W",5,4,"F","W","Y","F","W","F","W","W","F","F","F","W","F","F","W","N","Y","F","N","F","N",0.000000,1.000000,12,13,12,18,1.609438,0.000000,1.041393,0.000000
4742,"W",5,4,"F","W","Y","F","W","F","W","W","F","F","F","W","F","F","W","N","Y","F","N","F","N",0.000000,1.000000,12,24,12,29,1.609438,0.602060,,0.000000
2925,"W",5,4,"F","W","Y","F","W","F","W","W","F","F","F","W","F","F","W","N","Y","F","N","F","N",0.000000,1.000000,12,9,12,14,1.609438,0.000000,1.176091,0.000000
2876,"W",5,4,"F","W","Y","F","W","F","W","W","F","F","F","W","F","F","W","N","Y","F","N","F","N",0.000000,1.000000,12,5,12,10,1.609438,0.000000,1.278754,0.000000
2878,"W",5,4,"F","W","Y","F","W","F","W","W","F","F","F","W","F","F","W","N","Y","F","N","F","N",0.000000,1.000000,12,7,12,12,1.609438,0.000000,1.230449,0.000000
3323,"W",5,4,"F","W","Y","F","W","F","W","W","F","F","F","W","F","F","W","N","Y","F","N","F","N",0.000000,1.000000,12,12,12,17,1.609438,0.000000,1.079181,0.000000
9140,"F",5,4,"F","W","N","F","W","F","F","F","F","F","F","W","F","F","W","Y","N","F","N","F","N",0.000000,1.000000,3,2,3,5,1.098612,1.342423,,0.000000
8073,"W",5,4,"F","W","Y","F","W","F","W","F","F","F","F","W","F","F","W","N","Y","F","Y","W","N",0.000000,1.000000,2,14,2,17,1.098612,1.204120,,5.438079
6026,"W",5,4,"W","F","N","W","F","F","W","W","F","F","F","W","F","F","W","Y","Y","F","N","F","Y",5.459586,1.000000,1,14,1,18,1.386294,1.505150,,0.000000
4222,"W",5,4,"F","W","N","F","W","F","W","F","F","F","F","W","F","F","W","N","Y","F","Y","W","Y",0.000000,1.000000,12,15,12,15,,1.397940,0.954243,5.298317
2798,"W",5,4,"W","F","N","F","W","F","F","F","F","W","F","W","F","F","F","N","Y","F","N","F","N",5.293305,1.000000,11,28,12,5,1.945910,1.591065,1.414973,0.000000
4250,"W",5,4,"F","W","N","F","W","F","F","F","F","W","F","W","F","F","W","Y","Y","F","N","F","N",0.000000,1.000000,12,16,12,19,1.098612,0.477121,0.903090,0.000000
6798,"W",5,4,"F","W","N","F","W","F","F","F","F","W","F","W","F","F","W","N","Y","F","N","F","N",0.000000,1.000000,1,26,2,5,2.302585,1.903090,,0.000000
3515,"W",5,4,"F","W","Y","F","W","F","W","F","F","W","F","W","F","F","W","N","Y","F","N","F","N",0.000000,1.000000,12,9,12,19,2.302585,0.602060,1.176091,0.000000
8355,"W",5,2,"F","W","N","F","W","F","F","W","W","W","F","W","F","F","W","N","N","F","N","F","N",0.000000,1.000000,2,18,2,23,1.609438,1.579784,,0.000000
9510,"W",5,4,"F","F","N","F","W","F","W","W","F","W","F","W","F","F","W","Y","Y","F","Y","W","N",1.609438,1.000000,3,8,3,13,1.609438,2.519828,,5.293305
6432,"F",5,4,"F","F","N","F","W","F","F","W","F","F","F","W","F","F","W","N","N","F","N","F","Y",4.595120,1.000000,1,20,1,25,1.609438,2.033424,,0.000000
6442,"F",5,4,"F","F","N","F","W","F","F","F","F","F","F","W","F","F","W","N","N","F","Y","F","N",4.941642,1.000000,1,21,1,28,1.945910,2.298853,,5.192957
2602,"F",5,4,"F","W","N","F","W","F","F","W","F","F","F","W","F","F","F","Y","Y","W","N","F","Y",0.000000,1.000000,11,25,11,26,0.000000,3.136721,1.462398,0.000000
5417,"F",5,4,"F","F","N","F","W","F","F","F","F","F","F","W","F","F","W","Y","Y","F","N","F","N",4.595120,1.000000,1,5,1,8,1.098612,0.903090,,0.000000
9774,"W",5,2,"W","F","N","F","W","F","F","F","F","F","F","W","F","F","W","N","N","F","N","F","Y",4.941642,1.000000,3,13,3,14,0.000000,1.477121,,0.000000
1762,"F",5,4,"F","W","N","F","W","F","F","W","F","F","F","W","F","F","F","N","N","F","N","F","N",0.000000,1.000000,11,11,11,12,0.000000,2.831230,1.633468,0.000000
5774,"F",5,4,"F","W","N","F","W","F","F","F","F","F","F","W","F","F","W","N","N","F","N","F","N",0.000000,1.000000,1,10,1,15,1.609438,0.602060,,0.000000
3591,"F",5,4,"F","W","N","F","W","F","F","W","F","F","F","W","F","F","W","N","N","F","N","F","N",0.000000,1.000000,12,9,12,16,1.945910,2.181844,1.176091,0.000000
7416,"F",5,4,"F","W","Y","F","W","F","F","W","W","F","F","W","F","F","W","Y","Y","F","N","F","Y",0.000000,1.000000,2,5,2,12,1.945910,1.690196,,0.000000
4095,"W",5,4,"W","F","N","W","F","F","F","W","F","F","F","W","F","F","W","N","Y","F","N","F","N",5.541264,1.000000,12,14,12,16,0.693147,2.103804,1.000000,0.000000
8456,"W",5,2,"F","W","N","F","W","F","W","W","F","F","F","W","F","F","W","N","Y","F","N","F","N",0.000000,1.000000,2,19,2,26,1.945910,2.232996,,0.000000
4763,"F",5,4,"F","W","N","F","W","F","W","W","F","F","F","W","F","F","W","N","N","F","N","F","N",0.000000,1.000000,12,22,12,23,0.000000,2.451786,0.301030,0.000000
6633,"W",5,4,"F","W","N","F","W","F","W","W","F","F","F","W","F","F","W","N","Y","F","N","F","N",0.000000,1.000000,1,23,1,28,1.609438,1.579784,,0.000000
9529,"F",5,2,"F","F","N","F","W","F","F","F","F","F","F","W","F","F","W","Y","Y","F","Y","W","N",4.605170,1.000000,3,9,3,14,1.609438,1.176091,,5.192957
6863,"F",5,4,"F","F","N","W","F","F","F","F","F","F","F","W","F","F","W","Y","Y","F","N","F","Y",4.779123,0.500000,1,27,2,2,1.791759,2.161368,,0.000000
5096,"W",5,4,"F","W","N","F","W","F","W","W","F","F","F","W","F","F","W","N","N","F","N","F","N",0.000000,1.000000,12,29,1,3,1.609438,0.000000,,0.000000
5909,"W",5,4,"F","F","N","F","W","F","F","W","F","F","F","W","F","F","W","Y","Y","F","N","F","N",3.891820,1.000000,1,12,1,15,1.098612,2.117271,,0.000000
8169,"W",5,2,"F","W","N","F","W","F","F","F","F","F","F","W","F","F","W","N","N","F","N","F","N",0.000000,1.000000,2,15,2,18,1.098612,2.136721,,0.000000
5584,"F",5,4,"F","F","N","F","W","F","F","F","F","F","F","W","F","F","W","Y","Y","F","Y","F","N",5.135798,1.000000,1,8,1,8,,2.499687,,5.135798
3180,"F",5,4,"F","F","N","F","W","F","F","F","F","F","F","W","F","F","W","N","N","F","N","F","N",5.164786,1.000000,12,4,12,5,0.000000,1.633468,1.301030,0.000000
5319,"F",5,4,"F","W","N","F","W","F","F","W","W","F","F","W","F","F","W","N","N","F","N","F","N",0.000000,1.000000,1,3,1,8,1.609438,2.173186,,0.000000
8313,"W",5,2,"F","F","Y","F","W","F","F","W","F","F","F","W","F","F","W","Y","Y","F","N","F","N",1.609438,1.000000,2,18,2,23,1.609438,1.000000,,0.000000
4057,"W",5,4,"W","F","N","F","W","F","F","W","F","F","F","W","F","F","W","N","Y","F","Y","W","N",5.298317,1.000000,12,14,12,15,0.000000,1.041393,1.000000,5.393628
4919,"W",5,4,"F","W","Y","F","W","F","F","W","F","F","F","W","F","F","W","N","N","F","N","F","N",0.000000,1.000000,12,26,1,2,1.945910,1.176091,,0.000000
1597,"F",5,4,"F","W","Y","F","W","F","W","W","F","F","F","W","F","F","F","N","N","F","N","F","N",0.000000,1.000000,11,8,11,15,1.945910,1.949390,1.662758,0.000000
5148,"W",5,4,"F","W","N","F","W","F","F","W","F","F","F","W","F","F","W","N","N","F","Y","F","N",0.000000,1.000000,12,30,1,2,1.098612,1.342423,,5.241747
15990,"W",5,2,"F","F","N","F","W","F","F","W","F","F","F","W","F","F","W","N","Y","F","Y","F","N",3.912023,1.000000,3,18,3,21,1.098612,2.287802,,5.075174
6372,"F",5,4,"F","W","N","F","W","F","W","F","F","F","F","W","F","F","W","N","N","F","Y","F","N",0.000000,1.000000,1,19,1,22,1.098612,2.290035,,5.273000
8208,"F",5,4,"F","F","N","F","W","F","F","F","W","F","F","W","F","F","W","N","N","F","Y","F","N",3.912023,1.000000,2,16,2,16,,1.880814,,4.867534
6981,"F",5,4,"F","F","N","F","W","F","F","F","W","F","F","W","F","F","W","N","N","F","N","F","N",1.607436,1.000000,1,29,2,5,1.945910,2.478566,,0.000000
5572,"F",5,4,"F","W","N","F","W","F","F","F","W","F","F","W","F","F","W","Y","N","F","Y","F","N",0.000000,1.000000,1,7,1,14,1.945910,2.576341,,5.247024
7817,"F",5,4,"F","W","Y","F","W","F","F","F","W","F","F","W","F","F","W","Y","Y","F","N","F","N",0.000000,1.000000,2,9,2,12,1.098612,2.133539,,0.000000
9665,"F",5,2,"F","W","N","F","W","F","F","F","W","F","F","W","F","F","W","N","N","F","N","F","N",0.000000,1.000000,3,11,3,16,1.609438,1.944483,,0.000000
8347,"W",5,2,"F","F","N","F","W","F","W","F","W","F","F","W","F","F","W","N","Y","F","Y","W","N",4.787492,1.000000,2,18,2,23,1.609438,1.041393,,5.135798
9130,"F",5,2,"F","W","N","F","W","F","F","W","W","F","F","W","F","F","W","N","N","F","N","F","N",0.000000,1.000000,3,2,3,5,1.098612,0.000000,,0.000000
5229,"F",5,4,"W","F","N","W","F","F","W","W","W","F","F","W","F","F","W","N","N","F","N","F","N",5.220356,1.000000,1,2,1,2,,2.477121,,0.000000
8657,"F",5,4,"F","F","N","F","W","F","F","W","W","F","F","W","F","F","W","N","Y","F","N","F","Y",3.688879,1.000000,2,23,2,28,1.609438,0.301030,,0.000000
9686,"W",5,2,"W","F","N","F","W","F","F","W","W","F","F","W","F","F","W","N","N","F","Y","W","N",5.105945,1.000000,3,12,3,12,,2.580925,,5.187386
9008,"W",5,2,"F","W","N","F","W","F","W","W","W","F","F","W","F","F","W","Y","N","F","N","F","N",0.000000,1.000000,3,1,3,4,1.098612,0.778151,,0.000000
5276,"W",5,4,"F","W","Y","F","W","F","F","F","W","F","F","W","F","F","W","N","N","F","Y","W","N",0.000000,1.000000,1,3,1,8,1.609438,1.880814,,5.298317
4135,"W",5,4,"F","W","N","F","W","F","F","F","W","F","F","W","F","F","W","N","Y","F","N","F","N",0.000000,1.000000,12,14,12,17,1.098612,1.662758,1.000000,0.000000
5146,"W",5,4,"F","W","N","F","W","F","W","F","W","F","F","W","F","F","W","Y","Y","F","N","F","Y",0.000000,1.000000,12,30,1,9,2.302585,1.612784,,0.000000
